File,FirstLabel,SecondLabel,ThirdLabel
855055,coding,software
7821600,marketing,consumer,goods_and_services
8560978,nanotechnology,anatomy,psychology
8035604,chemical_industry,visual_arts,demography
8225223,acoustics,building_industry,literature
93765,air_and_space_transport,maritime_and_inland_waterway_transport
893889,public_works,building_industry,technological_change
87457,atmosphere,ecosystem,land_transport
8739122,climate_change_policy,ecosystem,climate
762043,production,industrial_production,economic_indicator
758895,impact_study,industrial_production,production
6577733,maritime_and_inland_waterway_transport,land_transport
623055,illness,therapeutics,toxicology
8440426,technical_profession,surgery,anatomy
7609013,psychology,cognitive_science
953397,technological_change,nanotechnology,optics
7040233,law,social_security,taxation
733886,economic_system,means_of_communication,psychology
7360758,technological_change,database,information_and_information_processing
9767982,research
9149344,climate_change_policy,consumption,technology_assessment
9458094,law,financial_legislation,public_debt
616881,medical_research,technological_change,nanotechnology
7945857,sport_science,therapeutics,education
7246977,nanotechnology,solar_energy,production
85490,toxicology
5767893,geology,atmosphere,ecosystem
803871,intellectual_property,migration,maritime_and_inland_waterway_transport
980055,data_recording,information_storage,computer_equipment
825694,optics,data_recording,astronomy
77474,ionising_radiation,metals,metrology
9177773,maritime_and_inland_waterway_transport
9921949,documentation,migration,military_science
9012220,information_technology_applications,teaching,econometrics
985619,technological_change,statistics,economic_system
8967705,acoustics
7855351,taxation,public_finance,public_debt
8066544,plasma_physics,technology_assessment,intellectual_property
747363,cognitive_science,technology_assessment,statistics
984784,religion,building_industry,intellectual_property
9054619,impact_study,digital_technology,statistics
6046475,intellectual_property,economic_system,information_technology_applications
7386716,teaching,psychoanalysis,mathematics
738092,astronomy,spectrometry,intellectual_property
706128,electrotechnology,astronomy,plasma_physics
6799490,communications_industry,music,means_of_communication
888011,public_finance,economic_system,technological_change
6427769,documentation,information_and_information_processing,communications_industry
891117,financial_institutions_and_credit
8464940,aerodynamics,astronautics,astronomy
8606325,mechanical_engineering,aerodynamics,hydrology
7932917,epidemiology,immunology,ecosystem
738081,spectrometry,astronomy,metals
987742,personal_data,sport_science,public_debt
6629251,statistics,leisure,impact_study
7933675,aquaculture,international_trade,geography
659068,nuclear_physics,anatomy,nutrition
9029884,personal_data,financial_legislation,criminology
9085773,visual_arts,cognitive_science,psychoanalysis
9489921,visual_arts,religion,atmosphere
9071248,systems_interconnection,software
9712577,surgery,technological_change,technology_assessment
632853,information_technology_applications,technological_change,social_indicator
669241,military_science,technical_profession,public_finance
6387196,glaciology,intellectual_property,technological_change
925107,public_finance,technical_regulations,social_security
966837,demography,ecosystem,atmosphere
8840994,surgery,technological_change,statistics
8090966,hydrology,metals,thermodynamics
671092,atmosphere,climate_change_policy,ecosystem
695323,consumer,law,personal_data
990928,population_dynamics
5567241,agricultural_structures_and_production
786346,atmosphere
6817511,distributive_trades,electronics_and_electrical_engineering,chemical_industry
7648717,maritime_and_inland_waterway_transport
55409832,teaching,wildlife,paleontology
8555174,law,intellectual_property,technical_regulations
9896129,public_finance,public_debt,technical_regulations
8476844,epidemiology,illness
8045781,wildlife,paleontology,ecology
706216,glaciology,atmosphere,technology_assessment
8508055,nanotechnology,technological_change,digital_technology
9202700,software,industrial_production,systems_interconnection
671679,atmosphere,glaciology,geology
7238086,welfare,economic_system,economic_sector
912171,laser_physics,nanotechnology,optics
9952712,teaching,criminology,information_technology_applications
8056632,geology,nutrition,ecology
778700,thermodynamics,technology_assessment,technological_change
8149603,acoustics,surgery,industrial_production
697403,building_industry,metals,electronics_and_electrical_engineering
6057947,personal_data,coding,computer_network
912142,budget,production,impact_study
79425,technological_change,technology_assessment,distributive_trades
7461420,public_debt,public_finance,financial_market
9437692,public_works,marketing,distributive_trades
8218773,thermodynamics,nanotechnology,technological_change
971278,animal_product
964845,atmosphere,religion,ecosystem
9671330,means_of_communication,wildlife,climate_change_policy
7969405,means_of_communication,documentation,technical_regulations
7674607,financial_institutions_and_credit
878460,maritime_and_inland_waterway_transport,international_trade,personal_data
9419614,forecasting,financing_and_investment
9627657,cartography,intellectual_property,database
9888521,geomorphology,ecosystem,atmosphere
761379,industrial_structures,economic_sector,technical_profession
9191868,digital_technology,production,systems_interconnection
8659664,welfare,population_dynamics,means_of_communication
6770962,international_trade,consumer,goods_and_services
843038,mathematics,paleontology,optics
9662955,thermodynamics,nanotechnology,mechanical_engineering
9799981,visual_arts,wildlife,psychoanalysis
7776356,ecosystem,climate_change_policy,intellectual_property
773488,public_works,geography,ecosystem
838846,impact_study,intellectual_property,education
9864946,goods_and_services
6824779,technological_change,surgery,cybernetics
8339148,statistics,impact_study,psychology
8274507,distributive_trades,consumer,marketing
6011479,criminology,social_life,social_situation
49197794,wind_energy,leather_and_textile_industries
909716,financial_institutions_and_credit
6780737,aquaculture,illness,toxicology
7952559,maritime_and_inland_waterway_transport,land_transport
779824,technological_change,nanotechnology,biology
8641308,data_recording,computer_equipment,coding
9038260,bioenergy,soil_science,aquaculture
6255932,performing_arts,music
65880,data_recording,information_storage
985761,maritime_and_inland_waterway_transport,literature,performing_arts
67514,ionising_radiation,astronomy,pharmacology
92405,economic_indicator,economic_system,capital_movement
9463527,coding,software,statistics
6899918,organisation_of_teaching,astronomy,consumer
5695038,wildlife,paleontology,teaching
755109,nanotechnology,research,intellectual_property
9573381,industrial_production,land_transport,production
741439,astronomy,spectrometry,atmosphere
6941493,prices,animal_product,consumption
731884,electrotechnology,therapeutics,anatomy
897740,statistics,macroeconomics,forecasting
6313885,technical_profession
998456,chemical_industry
937029,wildlife,ecosystem,demography
8802758,technical_profession,teaching,documentation
81646,computer_equipment
7694122,medical_research,therapeutics,toxicology
9541424,mechanical_engineering,thermodynamics,electrotechnology
9247275,solar_energy,renewable_energy
861211,computer_equipment,data_recording
8072085,farming_systems
8236444,spectrometry,nuclear_physics,astronomy
928368,glaciology,geomorphology,ecosystem
52206366,wind_energy
8599932,digital_technology,computer_equipment,industrial_production
6435295,wildlife,atmosphere,means_of_communication
8160777,communications_industry,consumer,means_of_communication
869267,metals,chemical_industry,sport_science
940605,coding,software,computer_equipment
7729277,impact_study,statistics,marketing
8001517,chemistry,optics,electrotechnology
8078656,technical_profession,education,social_life
9277219,computer_network,systems_interconnection,technological_change
7570666,industrial_structures,visual_arts,wildlife
8387128,population_dynamics,social_life,demography
6393582,public_finance,public_debt,supply_and_demand
781984,surgery,statistics,technology_assessment
885509,research,digital_technology,technology_assessment
8323636,econometrics
7027393,visual_arts,performing_arts,intellectual_property
66394,astronomy,nuclear_physics,ionising_radiation
8833013,animal_product
7278018,toxicology,plant_product,animal_product
916339,intellectual_property,wildlife,military_science
7589464,animal_product
8444288,database,coding,digital_technology
898849,microeconomics,econometrics,macroeconomics
6972245,parasitology,medical_research,intellectual_property
8868773,technical_regulations,systems_interconnection,personal_data
8799644,financial_market,public_finance,insurance
6172103,maritime_and_inland_waterway_transport,economic_sector,production
9384730,technological_change,technology_assessment,therapeutics
9672531,atmosphere,ecosystem,astronomy
7637500,statistics,economic_system,economic_sector
889220,financial_legislation,monetary_relations,financing_and_investment
6939566,metals
9530878,ecosystem,international_trade,farming_systems
734854,leisure,technological_change,coding
72710,cognitive_science,technological_change,intellectual_property
8731120,intellectual_property,psychoanalysis,mathematics
907683,research,astronomy,atmosphere
9772025,econometrics
8721871,ecosystem,astronomy,atmosphere
6904,coding,systems_interconnection,software
7939223,cognitive_science
8640958,industrial_production,impact_study,production
872922,technical_regulations,documentation,intellectual_property
55262365,economic_sector,agronomy,astronomy
8547338,research,oceanography,computer_network
699433,military_science,maritime_and_inland_waterway_transport,economic_system
786580,metallurgical_industry,technological_change,agronomy
46657297,leather_and_textile_industries,agricultural_structures_and_production,beverages_and_sugar
80557,ecosystem
8475865,economic_system,macroeconomics,technological_change
615339,research,astronautics,technology_assessment
7887563,pharmacology,therapeutics,toxicology
846874,capital_movement,economic_indicator,climate_change_policy
997414,land_transport
849815,research,astronomy,astronautics
847311,animal_product
7901943,coding
9170292,econometrics,forestry,climate_change_policy
7485017,aquaculture
67611,astronomy,ionising_radiation,metals
8675759,surgery,technological_change,nanotechnology
7803125,economic_system,economic_sector,law
755279,air_and_space_transport,maritime_and_inland_waterway_transport
6319281,family,social_life,psychoanalysis
77933,acoustics,information_science,cybernetics
8169562,law,microeconomics,public_finance
9499612,goods_and_services,marketing,communications_industry
6194872,pharmacology,therapeutics,medical_research
7101410,solar_energy
6332549,performing_arts
49197540,leather_and_textile_industries,economic_system,macroeconomics
9097643,maritime_and_inland_waterway_transport
981252,geology,aquaculture,anatomy
7473008,teaching,visual_arts,information_technology_applications
7090906,nanotechnology,technological_change,technology_assessment
937967,ecosystem,epidemiology,atmosphere
7106530,ecosystem,hydrology,atmosphere
67211,nanotechnology,chemistry,electronics
8143396,atmosphere,ecosystem,building_industry
7089972,soil_science,forestry,aquaculture
826948,thermodynamics,chemistry,optics
9465500,toxicology,bioenergy,nutrition
9585039,econometrics
711876,financial_legislation,research,social_indicator
7957649,information_technology_applications,mechanical_engineering,mathematics
8915376,cognitive_science,psychology,technology_assessment
685484,financial_market,monetary_relations,financing_and_investment
958031,statistics,epidemiology,economic_sector
8746829,technological_change,anatomy,cognitive_science
856798,digital_technology,electronics,nanotechnology
925271,ecosystem,industrial_structures,demography
9749408,industrial_production,production,personal_data
659162,intellectual_property,atmosphere,religion
9519675,paleontology,spectrometry,ionising_radiation
8936279,family,wildlife,criminology
747881,data_recording
709545,electronics_and_electrical_engineering,capital_movement,industrial_structures
812532,opinion_poll,social_impact,means_of_communication
775924,glaciology,atmosphere,ecosystem
791863,electrotechnology,thermodynamics,metals
8231727,financial_institutions_and_credit
880071,beverages_and_sugar,maritime_and_inland_waterway_transport,farming_systems
9712272,hydraulic_energy
8666685,insurance,epidemiology,immunology
872850,nanotechnology,technological_change,chemical_industry
8050605,farming_systems
826852,digital_technology,coding,information_and_information_processing
8642420,documentation,means_of_communication,communications_industry
99174,research,astronautics,land_transport
8479332,economic_indicator,insurance,capital_movement
8251547,economic_indicator,capital_movement,social_life
7877413,consumption,consumer,market_prices
7028592,ecosystem,intellectual_property,maritime_and_inland_waterway_transport
6738934,forestry,atmosphere,ecosystem
6151344,information_technology_applications,mathematics,metrology
7624187,goods_and_services,communications_industry,means_of_communication
812527,economic_sector,production,industrial_production
949096,plasma_physics
75987,atmosphere,solar_energy,climate_change_policy
7144673,music,communications_industry
616152,econometrics
8548986,law,atmosphere,ecosystem
7241366,music,metals,intellectual_property
7888444,nutrition,animal_product,aquaculture
8615760,performing_arts,astronomy,religion
6960234,agricultural_structures_and_production,bioenergy,renewable_energy
5909339,information_technology_applications,technical_regulations,personal_data
8964665,microeconomics,statistics,information_and_information_processing
6858154,air_and_space_transport,maritime_and_inland_waterway_transport
8077127,medical_research,leisure,economic_sector
99168,research,astronautics,land_transport
9243650,ecosystem,aquaculture
8473927,atmosphere,hydrology,ecosystem
9599851,technology_assessment,software,technological_change
7124182,metals,chemical_industry,soil_science
7045905,population_dynamics,cognitive_science,technical_profession
68975,demography,migration,law
7839543,climate_change_policy,economic_system,international_trade
9333381,ecosystem,climate_change_policy,hydraulic_energy
946273,literature,visual_arts,industrial_structures
8494301,statistics,impact_study
9892728,climate_change_policy,forestry,ecosystem
6328047,solar_energy
7932424,economic_sector,animal_product,performing_arts
5452870,chemical_industry,nanotechnology,technological_change
87309,macroeconomics,financing_and_investment,monetary_relations
8065381,forestry,maritime_and_inland_waterway_transport,research
92737,documentation,economic_system,economic_sector
738182,plant_product,nutrition,toxicology
7697725,ecosystem,aquaculture,wildlife
645951,public_finance,technology_assessment,technical_regulations
6845879,metals,building_industry,wood_industry
7754858,social_life,leisure,family
744579,technology_assessment,law,documentation
745202,technological_change,social_impact,technology_assessment
764303,systems_interconnection,coding,database
77298,law,documentation,means_of_communication
8859979,intellectual_property,documentation,demography
89111,technological_change,toxicology,technology_assessment
720684,demography
8136768,economic_sector,literature,technological_change
8675622,law,criminology
7671786,religion,performing_arts,music
7921868,leisure,psychology
9945089,research,astronautics,astronomy
8726934,toxicology,pharmacology,epidemiology
6201,wildlife,climate_change_policy,ecosystem
8015055,economic_system,population_dynamics,law
727293,therapeutics,atmosphere,climate_change_policy
9229015,hydraulic_energy,economic_system,land_transport
9830648,intellectual_property,research,industrial_structures
78328,plant_product
82728,nanotechnology,mechanical_engineering,cybernetics
6286148,aquaculture
7887199,intellectual_property,insurance,welfare
6057429,therapeutics,psychology,leisure
8007266,mathematics,teaching
743373,astronomy,mathematics,metrology
9759026,agricultural_structures_and_production,ecosystem,atmosphere
801336,social_survey,forecasting,social_life
9556734,computer_equipment,computer_network,industrial_production
6622971,ecosystem,wildlife,geomorphology
615353,astronautics,research,land_transport
7467020,technological_change,technology_assessment,technical_regulations
9324544,econometrics
77390,family,psychoanalysis,criminology
7005312,religion,intellectual_property,ecosystem
91231,literature
757747,land_transport
929970,intellectual_property,atmosphere,climate
8525519,international_trade,distributive_trades,leather_and_textile_industries
7575091,electrotechnology,research,intellectual_property
99165,astronautics,research,land_transport
6907585,ecology,agronomy,biology
985631,cybernetics,economic_system,industrial_production
84237,research
905664,plant_product
982231,public_works,building_industry
785242,digital_technology,technological_change,computer_equipment
7987663,electronics_and_electrical_engineering,technical_regulations,agricultural_structures_and_production
873932,computer_equipment,digital_technology
9626727,maritime_and_inland_waterway_transport,wildlife,paleontology
7478096,pharmacology,therapeutics,medical_research
7709841,insurance,statistics,social_security
